,time,price,pchange,change,volume,amount,type
2352,09:34:48,19.75,-0.45,0.0,3,5925,ÂòÅÌ
2353,09:34:45,19.75,-0.45,0.0,21,41475,ÂòÅÌ
2354,09:34:42,19.75,-0.45,0.0,8,15800,ÂòÅÌ
2355,09:34:36,19.75,-0.45,0.02,5,9875,ÂòÅÌ
2356,09:34:30,19.73,-0.55,0.0,16,31568,ÂôÅÌ
2357,09:34:27,19.73,-0.55,0.0,49,96677,ÂôÅÌ
2358,09:34:24,19.73,-0.55,0.0,80,157840,ÂôÅÌ
2359,09:34:21,19.73,-0.55,-0.01,1,1973,ÂôÅÌ
2360,09:34:18,19.74,-0.50,0.01,5,10936,ÂòÅÌ
2361,09:34:15,19.73,-0.55,0.0,1,1973,ÂôÅÌ
2362,09:34:09,19.73,-0.55,0.0,2,3946,ÂôÅÌ
2363,09:34:03,19.73,-0.55,-0.02,2,3946,ÂôÅÌ
2364,09:33:57,19.75,-0.45,0.02,10,19750,ÂòÅÌ
2365,09:33:54,19.73,-0.55,0.0,430,848390,ÂòÅÌ
2366,09:33:48,19.73,-0.55,0.0,10,19730,ÂòÅÌ
2367,09:33:45,19.73,-0.55,0.0,52,102596,ÂòÅÌ
2368,09:33:42,19.73,-0.55,-0.02,176,348629,ÂôÅÌ
2369,09:33:39,19.75,-0.45,0.0,49,96775,ÂòÅÌ
2370,09:33:36,19.75,-0.45,0.0,17,33575,ÂòÅÌ
2371,09:33:33,19.75,-0.45,0.0,131,258725,ÂòÅÌ
2372,09:33:30,19.75,-0.45,0.02,20,39500,ÖÐÐÔÅÌ
2373,09:33:24,19.73,-0.55,-0.03,93,183489,ÂôÅÌ
2374,09:33:18,19.76,-0.40,0.01,6,11856,ÖÐÐÔÅÌ
2375,09:33:12,19.75,-0.45,0.0,87,171825,ÂôÅÌ
2376,09:33:09,19.75,-0.45,0.0,3,5925,ÂòÅÌ
2377,09:33:03,19.75,-0.45,-0.01,31,61225,ÂôÅÌ
2378,09:33:00,19.76,-0.40,0.01,41,81016,ÂòÅÌ
2379,09:32:57,19.75,-0.45,0.02,2,3950,ÂôÅÌ
2380,09:32:51,19.73,-0.55,-0.02,42,82866,ÂôÅÌ
2381,09:32:42,19.75,-0.45,0.0,51,100725,ÂòÅÌ
2382,09:32:39,19.75,-0.45,0.02,55,109218,ÂòÅÌ
2383,09:32:36,19.73,-0.55,-0.01,55,109896,ÂôÅÌ
2384,09:32:33,19.74,-0.50,0.01,7,13818,ÂòÅÌ
2385,09:32:27,19.73,-0.55,-0.01,5,9865,ÂôÅÌ
2386,09:32:24,19.74,-0.50,0.01,15,29610,ÂòÅÌ
2387,09:32:21,19.73,-0.55,0.0,33,65109,ÂôÅÌ
2388,09:32:18,19.73,-0.55,0.0,3,5919,ÂôÅÌ
2389,09:32:15,19.73,-0.55,0.0,20,39460,ÂôÅÌ
2390,09:32:12,19.73,-0.55,0.0,70,138702,ÂòÅÌ
2391,09:32:06,19.73,-0.55,0.0,1,1973,ÂòÅÌ
2392,09:32:03,19.73,-0.55,0.0,10,19730,ÂòÅÌ
2393,09:32:00,19.73,-0.55,-0.02,3,5919,ÖÐÐÔÅÌ
2394,09:31:54,19.75,-0.45,0.01,202,398950,ÂòÅÌ
2395,09:31:48,19.74,-0.50,0.01,48,94752,ÂòÅÌ
2396,09:31:45,19.73,-0.55,0.01,89,176978,ÂòÅÌ
2397,09:31:42,19.72,-0.60,-0.01,57,112404,ÂôÅÌ
2398,09:31:39,19.73,-0.55,0.0,1,1973,ÂòÅÌ
2399,09:31:36,19.73,-0.55,0.0,22,43406,ÂòÅÌ
2400,09:31:33,19.73,-0.55,0.0,30,59190,ÂòÅÌ
2401,09:31:24,19.73,-0.55,0.0,34,67082,ÂòÅÌ
2402,09:31:21,19.73,-0.55,-0.02,69,136137,ÂôÅÌ
2403,09:31:15,19.75,-0.45,0.0,41,80975,ÂòÅÌ
2404,09:31:09,19.75,-0.45,0.0,30,59250,ÂòÅÌ
2405,09:31:09,19.75,-0.45,0.0,30,59250,ÖÐÐÔÅÌ
2406,09:31:09,19.75,-0.45,0.0,30,59250,ÂôÅÌ
2407,09:31:06,19.75,-0.45,-0.01,23,45425,ÂôÅÌ
2408,09:31:03,19.76,-0.40,0.0,6,11856,ÂòÅÌ
2409,09:31:00,19.76,-0.40,0.01,2,3952,ÂòÅÌ
2410,09:30:57,19.75,-0.45,-0.01,43,84925,ÂôÅÌ
2411,09:30:45,19.76,-0.40,0.0,9,17784,ÂôÅÌ
2412,09:30:36,19.76,-0.40,-0.02,13,25688,ÂôÅÌ
2413,09:30:33,19.78,-0.30,0.03,3,5934,ÂòÅÌ
2414,09:30:30,19.75,-0.45,0.0,11,21725,ÂôÅÌ
2415,09:30:12,19.75,-0.45,-0.05,1,1975,ÂôÅÌ
2416,09:30:09,19.8,-0.20,0.0,11,21780,ÂòÅÌ
2417,09:30:06,19.8,-0.20,0.02,276,546480,ÂòÅÌ
2418,09:30:03,19.78,-0.30,-0.05,29,57362,ÂôÅÌ
2419,09:25:21,19.83,-0.05,0.0,0,0,ÂòÅÌ
2420,09:25:00,19.83,-0.05,0.0,305,604815,0
